Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
04-09-2012,557.24,563.14,552.71,560.57,1508018.00,0.00,0.00
05-09-2012,560.00,573.17,556.87,570.45,2028960.00,0.00,0.00
06-09-2012,570.29,576.89,565.92,575.10,2291684.00,0.00,0.00
07-09-2012,581.12,583.96,576.47,579.74,2636656.00,0.00,0.00
10-09-2012,578.27,578.57,571.06,573.36,1476024.00,0.00,0.00
11-09-2012,572.34,583.46,570.27,582.22,1274180.00,0.00,0.00
12-09-2012,584.02,594.08,581.07,591.53,2114466.00,0.00,0.00
13-09-2012,590.73,595.31,589.29,592.70,1881210.00,0.00,0.00
14-09-2012,597.00,601.94,586.20,590.77,2814840.00,0.00,0.00
17-09-2012,592.93,594.31,558.33,561.09,5094390.00,0.00,0.00
18-09-2012,562.30,562.30,540.37,543.41,7220206.00,0.00,0.00
20-09-2012,541.40,558.92,539.98,552.69,4042506.00,0.00,0.00
21-09-2012,553.90,556.99,542.78,545.18,4247758.00,0.00,0.00
24-09-2012,547.67,548.92,533.87,539.08,4937020.00,0.00,0.00
25-09-2012,539.35,547.57,536.09,540.65,3823694.00,0.00,0.00
26-09-2012,541.48,545.58,535.96,537.47,3292812.00,0.00,0.00
27-09-2012,535.17,543.28,527.23,531.60,5605398.00,0.00,0.00
28-09-2012,534.63,545.58,533.66,541.78,2912996.00,0.00,0.00
01-10-2012,541.40,547.59,540.58,544.72,1795618.00,0.00,0.00
03-10-2012,543.91,553.94,543.91,552.96,2318230.00,0.00,0.00
04-10-2012,551.85,552.54,547.11,550.66,1319284.00,0.00,0.00
05-10-2012,547.77,551.58,441.06,545.16,3836110.00,0.00,0.00
08-10-2012,547.67,549.87,537.41,540.44,1685408.00,0.00,0.00
09-10-2012,542.61,542.99,537.22,541.34,1291154.00,0.00,0.00
10-10-2012,537.64,544.22,537.22,539.04,1163978.00,0.00,0.00
11-10-2012,539.41,544.14,537.66,539.08,1635526.00,0.00,0.00
12-10-2012,534.63,549.20,532.28,542.84,2469542.00,0.00,0.00
15-10-2012,540.98,544.49,538.26,541.25,814528.00,0.00,0.00
16-10-2012,542.24,547.75,538.39,541.78,1282744.00,0.00,0.00
17-10-2012,544.03,545.54,531.78,536.44,1597480.00,0.00,0.00
18-10-2012,537.74,548.09,535.21,546.56,1447128.00,0.00,0.00
19-10-2012,547.25,548.26,535.96,539.18,2825616.00,0.00,0.00
22-10-2012,553.98,558.08,544.74,551.39,5397342.00,0.00,0.00
23-10-2012,553.52,553.52,548.46,549.59,1136696.00,0.00,0.00
25-10-2012,549.76,553.48,545.27,549.91,2254470.00,0.00,0.00
29-10-2012,548.09,551.77,543.82,547.00,815628.00,0.00,0.00
30-10-2012,545.33,552.69,545.33,548.30,805268.00,0.00,0.00
31-10-2012,548.55,551.77,546.41,551.23,999536.00,1.50,0.00
01-11-2012,550.98,553.26,549.01,551.13,1579768.00,0.00,0.00
02-11-2012,555.17,560.66,552.45,557.81,1673974.00,0.00,0.00
05-11-2012,559.78,562.90,555.34,557.14,1223826.00,0.00,0.00
06-11-2012,555.21,560.41,552.89,553.35,1297466.00,0.00,0.00
07-11-2012,555.21,558.71,553.74,557.93,1058390.00,0.00,0.00
08-11-2012,554.79,559.28,551.69,557.81,1239044.00,0.00,0.00
09-11-2012,557.31,558.67,553.49,555.19,711382.00,0.00,0.00
12-11-2012,553.12,564.85,553.12,559.19,1466782.00,0.00,0.00
15-11-2012,553.16,553.95,540.96,542.28,1735402.00,0.00,0.00
16-11-2012,544.65,547.58,536.40,539.20,1598890.00,0.00,0.00
19-11-2012,540.59,542.64,527.35,528.96,1676286.00,0.00,0.00
20-11-2012,534.26,537.57,526.32,533.34,1256040.00,0.00,0.00
21-11-2012,534.78,542.51,534.78,537.28,941744.00,0.00,0.00
22-11-2012,537.23,538.07,532.58,534.87,611624.00,0.00,0.00
23-11-2012,537.19,541.13,532.69,539.96,749676.00,0.00,0.00
26-11-2012,539.71,542.93,538.45,542.10,456334.00,0.00,0.00
27-11-2012,544.69,544.69,539.83,542.72,1338160.00,0.00,0.00
29-11-2012,548.93,549.76,541.53,543.94,3470578.00,0.00,0.00
30-11-2012,542.64,555.21,541.01,550.60,3579294.00,0.00,0.00
03-12-2012,551.02,553.95,546.91,551.77,1319512.00,0.00,0.00
04-12-2012,551.06,553.87,541.76,544.50,1595120.00,0.00,0.00
05-12-2012,544.74,547.90,539.96,543.86,1790058.00,0.00,0.00
06-12-2012,542.64,542.64,531.75,536.65,2370092.00,0.00,0.00
07-12-2012,534.95,536.65,526.74,529.71,1957214.00,0.00,0.00
10-12-2012,528.85,530.82,515.91,518.42,3029430.00,0.00,0.00
11-12-2012,517.50,520.85,507.17,511.09,4926914.00,0.00,0.00
12-12-2012,513.27,520.01,511.67,513.64,2487948.00,0.00,0.00
13-12-2012,515.45,517.33,510.00,512.28,2297162.00,0.00,0.00
14-12-2012,509.96,521.69,509.60,520.81,2196814.00,0.00,0.00
17-12-2012,519.24,523.32,503.71,505.14,4482898.00,0.00,0.00
18-12-2012,508.99,513.31,501.58,507.30,4688482.00,0.00,0.00
19-12-2012,509.58,518.15,509.58,516.51,6642060.00,0.00,0.00
20-12-2012,514.21,525.88,514.21,524.64,2314030.00,0.00,0.00
21-12-2012,523.78,529.82,518.63,527.43,2457968.00,0.00,0.00
24-12-2012,528.81,532.63,528.02,530.57,1254818.00,0.00,0.00
26-12-2012,530.91,531.81,526.00,528.90,1435258.00,0.00,0.00
27-12-2012,530.03,530.03,522.80,524.18,1994158.00,0.00,0.00
28-12-2012,525.46,533.00,524.10,531.12,1501622.00,0.00,0.00
31-12-2012,528.39,530.32,524.62,526.24,704170.00,0.00,0.00
01-01-2013,530.89,531.28,527.97,529.71,509580.00,0.00,0.00
02-01-2013,530.91,533.17,526.11,529.36,1880246.00,0.00,0.00
03-01-2013,530.07,538.03,527.95,536.61,2635130.00,0.00,0.00
04-01-2013,538.45,545.15,536.73,544.40,5228760.00,0.00,0.00
07-01-2013,544.74,546.41,540.65,542.58,1820752.00,0.00,0.00
08-01-2013,542.64,546.54,542.35,544.84,2341870.00,0.00,0.00
09-01-2013,545.15,547.84,533.48,534.93,3135898.00,0.00,0.00
10-01-2013,536.31,537.23,526.00,527.30,4522838.00,0.00,0.00
11-01-2013,540.55,554.16,540.55,547.40,7805006.00,0.00,0.00
14-01-2013,552.70,565.04,547.82,559.19,5790224.00,0.00,0.00
15-01-2013,582.45,586.64,556.05,560.43,8262978.00,0.00,0.00
16-01-2013,560.20,567.78,548.51,564.74,4109492.00,0.00,0.00
17-01-2013,565.56,574.82,562.75,570.71,3028544.00,0.00,0.00
18-01-2013,570.92,572.41,560.68,566.11,1440470.00,0.00,0.00
21-01-2013,566.73,567.74,556.09,557.31,1260038.00,0.00,0.00
22-01-2013,555.63,558.02,548.13,552.07,1386630.00,0.00,0.00
23-01-2013,552.59,555.95,545.31,551.00,1877654.00,1.50,0.00
24-01-2013,548.08,561.48,548.08,557.97,3498470.00,0.00,0.00
25-01-2013,555.95,564.88,555.95,562.99,1521100.00,0.00,0.00
28-01-2013,562.90,566.96,561.92,564.90,2428154.00,0.00,0.00
29-01-2013,563.28,569.73,562.90,564.86,1731804.00,0.00,0.00
30-01-2013,563.20,566.91,561.01,565.36,2279144.00,0.00,0.00
31-01-2013,566.49,568.01,557.07,564.52,4313168.00,0.00,0.00
01-02-2013,564.46,567.82,563.68,566.18,1484540.00,0.00,0.00
04-02-2013,566.56,574.45,564.94,569.64,2487304.00,0.00,0.00
05-02-2013,564.92,573.28,564.92,571.20,2161994.00,0.00,0.00
06-02-2013,572.23,577.86,572.02,575.61,3573706.00,0.00,0.00
07-02-2013,571.60,583.78,571.60,582.58,2612782.00,0.00,0.00
08-02-2013,582.10,603.52,581.72,597.47,6973618.00,0.00,0.00
11-02-2013,598.06,600.11,593.12,594.15,2312126.00,0.00,0.00
12-02-2013,591.78,594.28,588.75,592.20,2225502.00,0.00,0.00
13-02-2013,592.09,605.47,590.12,602.84,3822666.00,0.00,0.00
14-02-2013,600.62,611.41,600.16,608.01,2946958.00,0.00,0.00
15-02-2013,606.46,609.73,600.85,605.68,1820790.00,0.00,0.00
18-02-2013,604.82,605.57,596.38,598.62,952086.00,0.00,0.00
19-02-2013,597.05,608.51,593.31,606.27,744294.00,0.00,0.00
20-02-2013,605.41,611.92,605.41,610.15,2261518.00,0.00,0.00
21-02-2013,605.07,611.85,605.07,609.42,3849146.00,0.00,0.00
22-02-2013,608.98,614.88,605.74,611.12,1310694.00,0.00,0.00
25-02-2013,610.24,619.48,609.61,618.93,1730030.00,0.00,0.00
26-02-2013,616.12,629.95,615.70,628.46,2853670.00,0.00,0.00
27-02-2013,627.98,631.26,620.44,622.92,2556682.00,0.00,0.00
28-02-2013,624.20,640.47,623.78,637.11,4599424.00,0.00,0.00
01-03-2013,636.32,636.70,629.14,630.75,2537326.00,0.00,0.00
04-03-2013,626.20,638.33,626.20,635.52,3136076.00,0.00,0.00
05-03-2013,637.12,648.03,633.59,646.84,3440054.00,0.00,0.00
06-03-2013,645.16,657.48,645.16,655.68,2299510.00,0.00,0.00
07-03-2013,655.59,670.97,654.90,667.73,3908702.00,0.00,0.00
08-03-2013,667.77,670.15,661.43,664.90,4341502.00,0.00,0.00
11-03-2013,661.47,667.58,653.77,657.78,2221330.00,0.00,0.00
12-03-2013,654.33,658.51,650.13,655.38,1809452.00,0.00,0.00
13-03-2013,653.52,654.63,650.13,651.69,1794496.00,0.00,0.00
14-03-2013,653.91,662.31,648.37,658.41,3051218.00,0.00,0.00
15-03-2013,660.21,663.74,655.43,659.48,4212398.00,0.00,0.00
18-03-2013,655.11,660.91,652.82,658.09,1694988.00,0.00,0.00
19-03-2013,657.06,657.06,646.96,649.61,3739910.00,0.00,0.00
20-03-2013,646.77,660.49,646.75,654.19,4168136.00,0.00,0.00
21-03-2013,656.43,661.22,652.53,655.15,1664604.00,0.00,0.00
22-03-2013,655.76,656.06,643.41,647.68,2714456.00,0.00,0.00
25-03-2013,650.34,651.81,641.90,648.18,1857316.00,0.00,0.00
26-03-2013,646.82,659.37,645.16,653.64,1781536.00,0.00,0.00
28-03-2013,653.49,665.00,647.47,661.79,3065662.00,0.00,0.00
01-04-2013,657.27,660.93,651.50,653.85,968812.00,0.00,0.00
02-04-2013,653.49,659.88,647.30,658.26,1130332.00,0.00,0.00
03-04-2013,659.37,661.47,642.99,648.20,959932.00,0.00,0.00
04-04-2013,646.82,646.82,630.40,633.25,1126338.00,0.00,0.00
05-04-2013,632.08,633.90,623.30,629.28,1865248.00,0.00,0.00
08-04-2013,629.51,629.51,619.48,621.89,896416.00,0.00,0.00
09-04-2013,621.58,635.44,620.57,628.88,1672354.00,0.00,0.00
10-04-2013,634.13,646.31,630.40,642.76,2046284.00,0.00,0.00
11-04-2013,646.77,651.02,638.67,645.47,2244658.00,0.00,0.00
12-04-2013,622.37,640.26,620.88,634.91,5032060.00,0.00,0.00
15-04-2013,635.65,635.85,608.28,618.40,5391496.00,0.00,0.00
16-04-2013,617.38,627.22,612.31,622.90,3071582.00,0.00,0.00
17-04-2013,627.88,629.56,601.00,611.77,5279004.00,0.00,0.00
18-04-2013,624.91,627.83,599.51,610.13,8554458.00,0.00,0.00
22-04-2013,607.30,613.09,598.48,598.60,2962484.00,0.00,0.00
23-04-2013,598.25,608.14,598.06,600.81,3384170.00,0.00,0.00
25-04-2013,600.81,600.81,587.41,588.94,7929194.00,0.00,0.00
26-04-2013,585.04,585.23,573.32,575.10,4754076.00,0.00,0.00
29-04-2013,573.28,581.55,573.28,575.69,3968916.00,0.00,0.00
30-04-2013,574.54,580.42,573.28,578.91,4020570.00,0.00,0.00
02-05-2013,576.85,604.27,576.85,602.21,5630326.00,0.00,0.00
03-05-2013,598.90,607.82,591.29,595.75,3641790.00,0.00,0.00
06-05-2013,596.38,618.38,596.38,616.20,3727118.00,0.00,0.00
07-05-2013,616.16,621.09,612.08,618.05,2260180.00,0.00,0.00
08-05-2013,618.22,624.85,617.38,621.62,1768130.00,0.00,0.00
09-05-2013,622.92,631.42,622.84,629.32,1949700.00,0.00,0.00
10-05-2013,629.32,634.55,626.24,628.25,1139714.00,0.00,0.00
13-05-2013,621.58,622.00,607.17,609.65,1862498.00,0.00,0.00
14-05-2013,611.12,617.61,606.35,612.31,2250100.00,0.00,0.00
15-05-2013,612.38,620.40,608.98,618.03,3565926.00,0.00,0.00
16-05-2013,616.96,616.96,607.91,610.68,2415652.00,0.00,0.00
17-05-2013,611.08,620.95,610.70,618.97,2900200.00,0.00,0.00
20-05-2013,617.90,620.74,613.60,618.38,1385504.00,0.00,0.00
21-05-2013,615.28,630.82,615.28,626.97,1898432.00,0.00,0.00
22-05-2013,629.14,633.82,626.74,629.30,1846944.00,0.00,0.00
23-05-2013,627.88,641.21,620.88,626.91,3063962.00,0.00,0.00
24-05-2013,629.98,631.21,614.69,617.19,1586612.00,0.00,0.00
27-05-2013,617.17,629.98,613.18,629.14,2023864.00,0.00,0.00
28-05-2013,629.14,636.90,625.90,635.90,1400254.00,0.00,0.00
29-05-2013,636.69,641.52,623.72,628.86,1452038.00,0.00,0.00
30-05-2013,629.98,635.01,624.52,629.72,2408346.00,0.00,0.00
31-05-2013,626.20,633.86,620.21,629.32,1929868.00,0.00,0.00
03-06-2013,631.66,632.92,611.96,617.12,3097612.00,0.00,0.00
04-06-2013,613.18,619.01,609.04,615.42,1305320.00,0.00,0.00
05-06-2013,613.64,618.49,610.11,616.45,1728676.00,0.00,0.00
06-06-2013,615.99,626.49,615.29,623.21,2540452.00,6.50,0.00
07-06-2013,622.93,652.13,622.04,643.63,3550844.00,0.00,0.00
10-06-2013,646.22,654.55,643.70,646.22,3360430.00,0.00,0.00
11-06-2013,648.40,653.40,632.21,636.26,2205468.00,0.00,0.00
12-06-2013,633.10,633.53,619.52,622.09,4805954.00,0.00,0.00
13-06-2013,618.66,620.35,608.10,612.57,3151342.00,0.00,0.00
14-06-2013,613.57,617.49,606.37,614.71,3105996.00,0.00,0.00
17-06-2013,615.69,620.77,605.10,615.46,2584162.00,0.00,0.00
18-06-2013,616.54,618.66,610.24,611.79,2291528.00,0.00,0.00
19-06-2013,616.49,616.49,603.21,604.97,2139788.00,0.00,0.00
20-06-2013,602.13,607.28,592.85,595.14,4172878.00,0.00,0.00
21-06-2013,596.96,606.73,596.62,602.66,2848224.00,0.00,0.00
24-06-2013,599.59,607.68,593.27,597.76,1889164.00,0.00,0.00
25-06-2013,598.95,604.71,585.05,589.97,1860548.00,0.00,0.00
26-06-2013,591.92,613.46,585.20,609.21,2326488.00,0.00,0.00
27-06-2013,613.49,634.33,611.03,632.17,3820678.00,0.00,0.00
28-06-2013,633.49,645.90,617.89,643.30,4817096.00,0.00,0.00
01-07-2013,640.69,642.68,628.57,632.36,1354652.00,0.00,0.00
02-07-2013,632.68,639.21,629.95,635.84,1657242.00,0.00,0.00
03-07-2013,634.63,643.66,620.77,631.28,1530906.00,0.00,0.00
04-07-2013,631.73,652.98,631.37,651.83,1917060.00,0.00,0.00
05-07-2013,653.40,660.18,644.93,648.40,1293012.00,0.00,0.00
08-07-2013,647.47,650.44,635.60,638.42,1658796.00,0.00,0.00
09-07-2013,633.61,644.82,633.61,637.68,1097326.00,0.00,0.00
10-07-2013,639.84,646.96,634.76,640.67,1322624.00,0.00,0.00
11-07-2013,644.08,665.27,644.08,662.96,2335274.00,0.00,0.00
12-07-2013,675.86,688.49,669.21,682.15,3251536.00,0.00,0.00
15-07-2013,678.44,698.02,677.68,695.67,2060570.00,0.00,0.00
16-07-2013,688.57,706.09,685.44,698.89,2224986.00,0.00,0.00
17-07-2013,697.07,713.97,697.07,711.24,2999250.00,0.00,0.00
18-07-2013,711.88,717.09,696.62,703.57,3445532.00,0.00,0.00
19-07-2013,728.40,745.35,720.35,738.49,8550804.00,0.00,0.00
22-07-2013,737.73,745.27,732.34,740.06,2974772.00,0.00,0.00
23-07-2013,740.69,754.44,738.83,741.45,1646502.00,0.00,0.00
24-07-2013,740.90,759.34,739.42,755.44,2181644.00,0.00,0.00
25-07-2013,754.25,766.96,748.62,760.92,4088808.00,0.00,0.00
26-07-2013,760.61,762.28,741.58,751.92,2379064.00,0.00,0.00
29-07-2013,746.61,762.16,746.29,755.61,1774262.00,2.00,0.00
30-07-2013,755.95,766.55,754.02,761.18,2617484.00,0.00,0.00
31-07-2013,760.20,777.83,759.97,771.03,2826750.00,0.00,0.00
01-08-2013,768.72,779.23,760.20,770.99,2141178.00,0.00,0.00
02-08-2013,772.82,785.64,771.54,783.92,1846854.00,0.00,0.00
05-08-2013,781.44,797.32,781.44,792.99,2355184.00,0.00,0.00
06-08-2013,795.45,799.25,791.91,794.22,2305290.00,0.00,0.00
07-08-2013,795.88,803.05,770.16,774.09,2694980.00,0.00,0.00
08-08-2013,766.61,788.30,757.53,783.73,2158628.00,0.00,0.00
12-08-2013,781.86,781.86,767.91,770.39,2077574.00,0.00,0.00
13-08-2013,773.03,783.50,768.67,772.86,2168296.00,0.00,0.00
14-08-2013,774.85,789.08,765.30,778.68,3302068.00,0.00,0.00
16-08-2013,774.73,777.19,745.57,756.34,2779930.00,0.00,0.00
19-08-2013,763.60,767.42,745.57,754.87,2121352.00,0.00,0.00
20-08-2013,760.12,760.12,734.72,737.44,2724844.00,0.00,0.00
21-08-2013,739.01,740.54,722.47,729.54,3623994.00,0.00,0.00
22-08-2013,724.10,763.24,719.94,755.51,4260988.00,0.00,0.00
23-08-2013,761.90,780.59,757.78,776.96,4032884.00,0.00,0.00
26-08-2013,774.26,797.83,770.39,782.29,2663238.00,0.00,0.00
27-08-2013,781.01,797.94,777.19,780.93,1945284.00,0.00,0.00
28-08-2013,776.34,826.50,776.34,810.27,4444684.00,0.00,0.00
29-08-2013,807.34,836.65,797.70,826.92,5905182.00,0.00,0.00
30-08-2013,823.48,870.62,819.66,863.49,5282942.00,0.00,0.00
02-09-2013,857.88,878.69,856.82,873.53,2154034.00,0.00,0.00
03-09-2013,870.66,877.84,843.51,849.85,2355064.00,0.00,0.00
04-09-2013,849.39,882.85,846.82,878.73,2626516.00,0.00,0.00
05-09-2013,878.69,878.69,841.34,845.46,3927492.00,0.00,0.00
06-09-2013,853.21,860.00,838.77,844.63,2759596.00,0.00,0.00
10-09-2013,843.44,856.48,841.32,844.25,4300972.00,0.00,0.00
11-09-2013,852.79,857.03,842.38,846.75,3008494.00,0.00,0.00
12-09-2013,847.26,848.77,826.37,835.75,1905568.00,0.00,0.00
13-09-2013,834.52,845.14,826.69,829.75,2096320.00,0.00,0.00
16-09-2013,828.15,843.02,804.39,808.00,2460506.00,0.00,0.00
17-09-2013,806.92,829.24,805.69,827.07,3327816.00,0.00,0.00
18-09-2013,824.78,834.44,823.01,830.06,2109818.00,0.00,0.00
19-09-2013,827.30,845.14,818.17,835.08,3907240.00,0.00,0.00
20-09-2013,828.15,845.10,824.33,828.28,3591858.00,0.00,0.00
23-09-2013,828.15,839.70,823.91,830.32,2988758.00,0.00,0.00
24-09-2013,830.28,840.00,817.96,823.69,4940300.00,0.00,0.00
25-09-2013,824.54,837.05,815.50,832.00,4333858.00,0.00,0.00
26-09-2013,830.19,838.39,821.82,825.14,4919704.00,0.00,0.00
27-09-2013,825.22,833.23,822.82,827.35,1784666.00,0.00,0.00
30-09-2013,829.85,833.19,815.41,818.72,1987350.00,0.00,0.00
01-10-2013,820.51,830.21,814.01,827.75,1591994.00,0.00,0.00
03-10-2013,837.41,865.06,832.57,859.83,4672354.00,0.00,0.00
04-10-2013,862.98,878.69,860.83,863.66,1934032.00,0.00,0.00
07-10-2013,864.25,890.88,860.13,887.50,1993878.00,0.00,0.00
08-10-2013,884.64,891.01,873.40,875.48,1828106.00,0.00,0.00
09-10-2013,872.96,890.86,868.54,887.97,1775858.00,0.00,0.00
10-10-2013,886.76,891.01,877.95,883.36,1164320.00,0.00,0.00
11-10-2013,893.13,908.00,884.38,901.22,2284448.00,0.00,0.00
14-10-2013,903.54,944.94,902.47,939.74,4374460.00,0.00,0.00
15-10-2013,949.19,959.32,934.75,940.87,4665092.00,0.00,0.00
17-10-2013,947.07,947.07,890.03,895.45,6687214.00,0.00,0.00
18-10-2013,893.90,906.21,875.53,900.63,5346166.00,0.00,0.00
21-10-2013,902.47,903.73,870.62,879.82,3685372.00,0.00,0.00
22-10-2013,886.76,895.11,882.03,887.33,2044614.00,0.00,0.00
23-10-2013,886.97,893.13,868.99,875.36,2455496.00,0.00,0.00
24-10-2013,867.22,884.36,850.17,853.08,3617758.00,0.00,0.00
25-10-2013,848.95,881.72,848.95,879.91,2527402.00,2.00,0.00
28-10-2013,880.02,889.30,873.44,878.30,1803942.00,0.00,0.00
29-10-2013,878.74,887.59,871.47,880.79,1829076.00,0.00,0.00
30-10-2013,880.98,893.64,880.98,890.21,2114874.00,0.00,0.00
31-10-2013,888.96,905.98,884.87,898.76,3523076.00,0.00,0.00
01-11-2013,897.89,911.49,889.85,892.62,1346480.00,0.00,0.00
05-11-2013,893.64,895.76,864.57,868.96,2261286.00,0.00,0.00
06-11-2013,877.89,895.15,876.21,889.85,1667750.00,0.00,0.00
07-11-2013,893.64,914.13,885.25,902.98,1956948.00,0.00,0.00
08-11-2013,906.40,907.15,881.38,889.74,1609346.00,0.00,0.00
11-11-2013,889.38,910.66,872.36,891.36,1961138.00,0.00,0.00
12-11-2013,892.30,902.87,884.70,888.17,1000682.00,0.00,0.00
13-11-2013,893.19,896.27,869.66,871.93,1208338.00,0.00,0.00
14-11-2013,881.72,881.72,860.38,862.23,2129704.00,0.00,0.00
18-11-2013,870.66,876.57,864.81,869.81,2831602.00,0.00,0.00
19-11-2013,872.34,874.49,860.10,863.81,2077864.00,0.00,0.00
20-11-2013,871.02,872.32,858.32,861.13,1658696.00,0.00,0.00
21-11-2013,860.95,865.85,842.57,845.38,2302882.00,0.00,0.00
22-11-2013,847.25,855.76,844.74,851.44,1494494.00,0.00,0.00
25-11-2013,854.49,862.51,848.15,856.72,1950998.00,0.00,0.00
26-11-2013,852.40,858.08,845.55,848.40,2047412.00,0.00,0.00
27-11-2013,854.91,856.91,840.44,845.32,2120978.00,0.00,0.00
28-11-2013,848.15,849.61,838.32,844.53,2805722.00,0.00,0.00
29-11-2013,847.68,857.34,843.34,852.93,1924812.00,0.00,0.00
02-12-2013,848.95,860.02,848.95,857.00,1253260.00,0.00,0.00
03-12-2013,857.91,868.95,857.49,859.93,1449184.00,0.00,0.00
04-12-2013,859.55,864.53,848.38,851.10,1519036.00,0.00,0.00
05-12-2013,857.89,865.36,843.87,845.61,1397190.00,0.00,0.00
06-12-2013,847.25,855.34,847.25,851.21,1446962.00,0.00,0.00
09-12-2013,863.42,863.83,851.08,853.15,1826340.00,0.00,0.00
10-12-2013,851.08,888.96,851.08,886.30,3653334.00,0.00,0.00
11-12-2013,884.70,888.04,869.38,875.78,1556062.00,0.00,0.00
12-12-2013,870.23,878.32,861.76,863.38,1655964.00,0.00,0.00
13-12-2013,867.23,870.23,848.95,851.85,3463350.00,0.00,0.00
16-12-2013,856.91,868.02,853.27,859.23,2858500.00,0.00,0.00
17-12-2013,864.53,879.10,863.85,870.38,2995474.00,0.00,0.00
18-12-2013,868.10,881.30,867.25,874.83,1587990.00,0.00,0.00
19-12-2013,883.40,897.89,877.74,885.76,2161986.00,0.00,0.00
20-12-2013,888.57,906.40,887.61,902.38,1965812.00,0.00,0.00
23-12-2013,906.38,912.13,892.76,897.49,1321224.00,0.00,0.00
24-12-2013,902.06,905.98,895.44,898.19,870156.00,0.00,0.00
26-12-2013,900.02,900.87,890.00,893.76,2297194.00,0.00,0.00
27-12-2013,896.62,923.38,895.76,919.45,2479946.00,0.00,0.00
30-12-2013,923.42,925.66,913.51,917.49,1668776.00,0.00,0.00
31-12-2013,919.21,929.79,915.30,924.30,1245776.00,0.00,0.00
01-01-2014,927.72,929.59,915.38,916.32,529952.00,0.00,0.00
02-01-2014,921.72,931.51,917.53,922.15,1726948.00,0.00,0.00
03-01-2014,921.17,948.57,913.74,945.64,2618174.00,0.00,0.00
06-01-2014,948.53,954.91,934.91,953.04,2311810.00,0.00,0.00
07-01-2014,953.21,960.21,935.76,938.81,2897486.00,0.00,0.00
08-01-2014,941.30,954.91,940.45,950.08,2550020.00,0.00,0.00
09-01-2014,948.42,959.81,945.59,954.04,2582206.00,0.00,0.00
10-01-2014,961.72,982.91,951.08,970.62,3369334.00,0.00,0.00
13-01-2014,972.36,1014.49,972.36,1008.00,3814316.00,0.00,0.00
14-01-2014,1009.38,1014.83,987.26,990.13,2974964.00,0.00,0.00
15-01-2014,996.81,1012.02,990.23,1001.55,3048854.00,0.00,0.00
16-01-2014,1012.79,1012.83,989.38,1000.15,2997962.00,0.00,0.00
17-01-2014,977.89,977.89,938.76,941.74,7564756.00,0.00,0.00
20-01-2014,944.25,1000.02,942.79,995.00,6010558.00,0.00,0.00
21-01-2014,993.21,995.45,968.15,970.36,3132282.00,0.00,0.00
22-01-2014,973.25,977.40,963.47,967.70,2384030.00,0.00,0.00
23-01-2014,965.17,968.83,952.06,958.51,2290762.00,0.00,0.00
24-01-2014,954.91,971.62,951.08,956.91,1850266.00,0.00,0.00
27-01-2014,948.94,963.22,946.43,950.48,2532948.00,2.00,0.00
28-01-2014,951.50,958.26,936.20,943.12,2852166.00,0.00,0.00
29-01-2014,954.91,954.91,939.99,942.04,1698076.00,0.00,0.00
30-01-2014,937.03,949.37,933.60,945.36,2225250.00,0.00,0.00
31-01-2014,948.56,967.61,946.81,955.36,2174246.00,0.00,0.00
03-02-2014,947.24,956.72,933.94,935.49,1362480.00,0.00,0.00
04-02-2014,926.78,927.20,900.37,917.12,2694166.00,0.00,0.00
05-02-2014,922.43,937.86,912.28,935.47,1853650.00,0.00,0.00
06-02-2014,929.33,933.55,914.41,927.31,1922652.00,0.00,0.00
07-02-2014,933.60,935.73,908.44,914.16,1990912.00,0.00,0.00
10-02-2014,913.99,913.99,888.88,892.48,4019270.00,0.00,0.00
11-02-2014,895.23,906.53,893.52,895.95,3568786.00,0.00,0.00
12-02-2014,902.90,905.29,893.10,897.55,3074348.00,0.00,0.00
13-02-2014,898.21,911.60,893.74,909.62,2094350.00,0.00,0.00
14-02-2014,911.39,931.36,907.21,924.17,1910062.00,0.00,0.00
17-02-2014,920.81,931.89,915.35,923.11,1670394.00,0.00,0.00
18-02-2014,922.94,934.02,919.04,923.36,1526916.00,0.00,0.00
19-02-2014,925.07,944.25,921.77,936.98,1072918.00,0.00,0.00
20-02-2014,940.42,947.24,930.53,933.32,1587924.00,0.00,0.00
21-02-2014,937.01,943.40,933.92,940.29,1717860.00,0.00,0.00
24-02-2014,939.56,940.10,925.11,928.44,2450424.00,0.00,0.00
25-02-2014,933.17,937.65,929.33,933.13,3305374.00,0.00,0.00
26-02-2014,935.30,935.73,928.12,930.25,3859712.00,0.00,0.00
28-02-2014,921.23,971.96,920.87,970.15,3988192.00,0.00,0.00
03-03-2014,968.47,980.06,949.80,954.93,1606078.00,0.00,0.00
04-03-2014,952.01,960.88,948.09,955.19,2030332.00,0.00,0.00
05-03-2014,961.24,974.63,956.00,959.98,2302006.00,0.00,0.00
06-03-2014,960.39,963.44,951.56,955.23,1314562.00,0.00,0.00
07-03-2014,957.26,959.20,917.74,950.01,4698472.00,0.00,0.00
10-03-2014,949.84,950.01,910.15,913.41,3829768.00,0.00,0.00
11-03-2014,918.68,928.33,904.61,917.25,2550254.00,0.00,0.00
12-03-2014,917.82,933.49,917.82,929.10,1669788.00,0.00,0.00
13-03-2014,915.71,938.71,910.94,916.35,2019884.00,0.00,0.00
14-03-2014,912.71,921.02,905.59,912.09,2161246.00,0.00,0.00
